名称,悬赏标签,预估价,预估工时,参与人数,发布日期,detail_url,技能要求
区域自动抠图和将抠图的区域变亮接口实现,桌面应用,200,1天,2,2018-07-29 10:44:36,https://zb.oschina.net/reward/detail?id=14088315,"<p>将目标图像中的人眼，图片部分如下图：</p><p>（附件）<img src=""//:0"" height=""309"" width=""387""></p><p>将眼仁部分（黑色区域最大的部分），抠出来保存为png（背景色透明）图片，如下图：</p><p><span style=""color: rgb(34, 34, 34);"">（附件）</span><img src=""//:0"" alt=""说明: E:\code\opencv\test\需求说明书\悬赏需求\自动抠图示例\test.png"" height=""306"" width=""381""></p><p>调整图片亮度(有区间值可以设置0-255)，将图片保存为bmp格式。</p><p>以上，实现两个接口：</p><p>ProcImgMatt,</p><p>输入参数：输入图片的bmp路径；</p><p>输出参数：输出png图片的存储路径；</p><p>&nbsp;</p><p>ProcBri</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;输入参数1：png图片路径；</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;输入参数2：亮度值； </p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;输出参数： 调整亮度后以bmp图片存储</p><p>&nbsp;</p><p>提供C++源代码，如有不清楚的地方，请联系我：手机微信同号13688876656。</p>"
小程序登录逻辑编写和数据对接,微信应用,200,1天,47,2018-07-25 22:24:55,https://zb.oschina.net/reward/detail?id=14088937,<p>小程序登录逻辑编写和接口数据对接。提供UI静态页面。</p>
使用python软件实现Excel转成.html文档（整理）,工具应用,100,3天,15,2018-07-24 10:29:43,https://zb.oschina.net/reward/detail?id=11088798,<p>使用python软件实现Excel转成.html文档（整理）</p><p>需要编写自动化脚本2套（java C）</p><p>框架已提供就绪 </p><p>另附编写的半成品以供参考如果问题可随时沟通</p>
根据mac地址向蓝牙设备发送命令和数据,微信应用,500,1天,6,2018-07-23 20:20:25,https://zb.oschina.net/reward/detail?id=12088776,"<p>1、&nbsp;请开发一个微信公众号或小程序接口，假设接口链接为wx_op_url，其他APP给微信用户发送此此链接，并携带参数，如：</p><p>https://wx_op_url?<strong style=""color: green;""> req_string=</strong><span style=""color: black;"">REQSTRING&amp;</span><strong style=""color: green;"">&amp;verification_flag=VERIFICATIONFLAG</strong></p><p>2、&nbsp;在微信中打开此链接时，根据<strong style=""color: green;"">VERIFICATIONFLAG</strong>的值决定是否要求输入验证码。</p><p>3、&nbsp;利用SDK看<strong style=""color: green;"">getWxCmdData</strong>接口，从指定云平台(服务器)获取要给蓝牙设备发送命令与数据。</p><p>4、&nbsp;利用微信向蓝牙设备发送命令与数据。</p><p>5、&nbsp;根据蓝牙设备返回的数据不同，提示不同的信息。</p><p><br></p><p><strong style=""color: green;"">注：getWxCmdData：私发。</strong></p>"
微信支付对接,移动应用,100,3天,26,2018-07-16 17:20:00,https://zb.oschina.net/reward/detail?id=19088285,<p>租车网站微信支付对接，资料齐全，电话沟通。</p><p>zuche.vkefu.cn</p>
IOS模块需求，网络图片加载模块,移动应用,800,3天,15,2018-07-14 02:49:58,https://zb.oschina.net/reward/detail?id=19089175,"<p>先说下我们的情况，我们APP是电商的，首页是用collectionview做的图片列表 详情页里有个图片详情是有tabview做的（图片需要自动满铺 类似天猫图片详情一样的）。现在用的是SDWebimage做的图片加载和处理。因为图片比较多 点击使用多了内存会持续增加 最后导致崩溃。</p><p><br></p><p>需求：写一套优化好的图片加载框架给我就行，图文详情需要异步加载显示，主要内存这块要优化的好 。图片显示 滑动顺畅 <span style=""color: rgb(34, 34, 34);"">图片加载速度快。不管用什么框架（webview除外） 只要能优化这块就行 </span></p><p><br></p><p><span style=""color: rgb(34, 34, 34);"">PS：图片调用的是天猫的宝贝详情图片，列表图调用的是天猫商品的图片</span></p><p><br></p><p>有图片加载内存优化这方面经验的来吧，另外到时候套代码的时候有问题希望能得协助！！</p>"
标签打印机控制模块,工具应用,300,7天,13,2018-07-12 11:34:59,https://zb.oschina.net/reward/detail?id=13089123,<p>现在标签打印机都是通过专门的软件进行设计和打印的，我需求一个标签打印机打印控制模块，能够让我在C#程序中进行调用控制标签打印机打印输出，标签排版设计可以使用其它软件完成，标签上的数字或文字可以在程序中进行动态配置，这样通过程序就可以控制标签打印机打印动态信息的标签了。希望使用标准系统打印机驱动模式，可以兼容各种品牌和型号的标签打印机。标签打印机的参数设置不用在模块中处理，可以在系统打印机驱动里面进行设置。</p><p><br></p><p>例如像附件中的这个20*20mm的标签，排版方式设计好以后，能够在C#中调用打印模块直接把这个标签打印出来，调用的参数就是这个标签中的编号“SP43546546544”，编号和上面的二维码内容是一致的，调用后打印出来的标签就是刚才调用是传递的参数。</p><p><br></p><p>设计打印模块的程序不限，只要设计好的模块能够在C#里面调用就行。</p>
做安卓APP，它能控制打开其他APP，并操作该APP,移动应用,200,15天,16,2018-06-27 21:26:19,https://zb.oschina.net/reward/detail?id=19089093,"<p>做一个安卓系统的APP，他能控制打开其他APP,比如淘宝，同时能根据要求来操作淘宝。</p><p>要求：1.独立的安卓系统APP</p><p>2.给它发命令后打开某APP，比如：淘宝</p><p>3.根据命令游览淘宝里面的产品</p>"
修改开源的安卓防火墙AFWall+,移动应用,1000,15天,1,2018-06-25 07:39:04,https://zb.oschina.net/reward/detail?id=15087398,<p>修改开源的安卓防火墙AFWall+，解决系统重启后规则不生效的问题，具体表现为：手动在界面中Apply防火墙规则后，规则能起作用；但是系统重启后就失效了，任何应用都可以访问网络。可参看：https://github.com/ukanth/afwall/issues/700</p><p><br></p><p>解决办法：</p><p>0）在防火墙规则中，禁止AFWall+自身访问任何网络，这个不一定需要通过程序实现，可以告诉用户自己来设置。</p><p>1）系统关机或重启时，自动断开所有网络连接(WLAN连接、数据连接、LAN连接)，断开前记住连接状态以便下次开机时用，这样下次系统启动后，系统不会自动打开网络连接，因为系统会记住关机前的网络状态。</p><p>2）系统启动后，先应用一次防火墙规则(就象手动在界面中Apply那样)，然后按照上次记住的网络状态打开相应网络连接，接着AFWall+自己尝试连接一个网址，如果不能连接，说明防火墙规则是生效的，如果可以连接表示防火墙规则没有生效，此时应该断开所有网络连接，并给出提示告知用户。</p><p><br></p><p>悬赏要求：</p><p>0）熟悉安卓开发，有多年实际开发经验。</p><p>1）熟悉英文读写，能把上述方案用英文描述，整个开发过程全程与AFWall+社群用英文交流。</p><p>2）熟悉github开发流程，最后能让AFWall+原作者接收pull request。</p><p><br></p><p>如有不明之处，请发邮件至79078920[at]qq.com。</p>
app调用手机里其他app微信分享接口,移动应用,1000,7天,10,2018-06-22 12:11:15,https://zb.oschina.net/reward/detail?id=18087995,<p>app调用手机里其他app微信分享接口</p><p>比如调用手机里uc  百度的分享接口</p><p>发文章到朋友圈，用其他的app的分享接口，</p>
证券app开发（驻场）,H5应用,100,25天,10,2018-06-20 02:33:47,https://zb.oschina.net/reward/detail?id=13087715,<p>驻场开发，4年以上前端开发经验能熟练使用vue和react.js的、熟悉tradingview。在原有的基础上进行二次开发.包来回机票住宿。</p><p>1500元/天 目标20天完成开发和初步测试（没有问题）修改</p><p>15天内完成奖励150000元（按20天工资结算+15000）</p><p>20天内完成奖励100000元奖励（按20天结算工资+10000）</p><p>超过20天无奖金，超过工期的工资按1200元/天发放</p><p>每天工作时间9-20点，包两餐。</p>
python ge数据库图片脚本,工具应用,100,3天,15,2018-06-14 11:53:44,https://zb.oschina.net/reward/detail?id=16087419,<p>1.使用python编写脚本调用达梦数据库里的数据，将数据中的身份证号字段去重，按照入库时间字段取最新的数据转换成照片，照片名称格式为 身份证号字段_姓名_入库时间.jpg</p><p>2.数据库接口要求python环境为2.7.15</p><p>3.系统环境为ubuntu16.04</p><p>4.达梦数据库版本为DM7</p>
方言语音识别方案或函数,人工智能,500,10天,5,2018-06-11 23:30:35,https://zb.oschina.net/reward/detail?id=15087093,<p>最好是可以提供一下SDK包或一种函数，可以通过手机录制原始音频，然后再做比对，如果正确的话，输出一个值，错误的话，输出另一个参数。 比如： 我先说一句话，让手机录进去，以后使用的过程中，直接来进行调用并比较。</p>
找熟悉VUE的前端长期合作,WEB应用,100,7天,89,2018-06-11 12:21:40,https://zb.oschina.net/reward/detail?id=12087006,"<p>找熟悉VUE的前端长期合作,要对JS,CSS有一定的熟悉</p><h3>要求熟悉,Element,iview等前端框架</h3><p>熟悉K线图,移动端，H5开发更佳</p><p>主要做区块链相关的应用与平台</p><p>待遇看项目或工作量来定</p><p>欢迎有兴趣的留言或加微信kqs9752</p><p>合作得好以后还可以一起干大事</p>"
文本分析，词频词云，画地图,大数据,100,3天,11,2018-06-09 14:23:34,https://zb.oschina.net/reward/detail?id=11087244,<p>1.计算词频：</p><p>&nbsp;指定195个词，计算每个文件（2000+）每个高频词（195）的词频，以excel表格的形式输出，格式见附件“格式_区域高频词统计表.xlsx”。</p><p>2.做词云：</p><p>&nbsp;算出195个高频词的词频，挑出其中的100个左右，做词云。</p><p>3.画地图</p><p>&nbsp;&nbsp;在生成的区域高频词统计表excel文件中，计算每一个文件的高频词总数（每行总数），它反映各省的情况。然后按照省画彩色地图。如附件topic2。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>4.将195个高频词分成10类。每类分别计算省平均词频，做可视化地图。</p><p>5.分区域做主题模型。做可视化地图。</p><p>6.指定词后面紧跟着的词的高频词。比如生态+，绿色+。</p>
用地图API接口将手绘地图叠加到地图,移动应用,100,5天,14,2018-05-25 21:40:47,https://zb.oschina.net/reward/detail?id=15086401,"<p>用地图API接口将手绘地图叠加到地图</p><p><span style=""color: rgb(120, 120, 120);"">要求：功能模块增加，在手机导览上再利用高德（百度）地图API接口，将手绘地图叠加到地图上。</span></p>"
3W～5W互动广告系统招募驻场开发laravel vue,微信应用,500,2天,7,2018-05-17 16:24:52,https://zb.oschina.net/reward/detail?id=12084198,<p>项目进度已完成90%，需要继续进行新功能开发，全栈最好，分开完成也可以，必须驻场哈</p><p><br></p><p>要求：</p><p>1. 三年以上开发经验，熟悉HTML/CSS/JavaScript，有移动端前端框架开发经验；</p><p>2. 精通PHP(laravel)，Mysql，Redis，熟练使用thinkphp框架；</p><p>3. 熟练使用Linux，环境部署，故障排除；</p><p>4. 能独立承担任务以及把控任务进度；</p><p>职责：</p><p>1、负责产品全栈开发工作</p><p>2、设计数据库，调优SQL</p><p>3、开发API，如支付、财务系统</p><p>3、规划开发周期，把控开发进度</p><p>微信：13522089118</p>
3D互动墙及logo墙,桌面应用,200,7天,5,2018-05-15 15:04:51,https://zb.oschina.net/reward/detail?id=16084873,<p>1、对于3D互动墙，支持头像每隔5秒上墙，球体慢速旋转。</p><p>2、对于logo墙，支持头像组成logo文字和logo图片。</p><p><br></p><p>参考效果如下图</p>
python 实现一段代码 定时改变本机IP，使得远方服务器,工具应用,200,1天,43,2018-05-08 13:50:24,https://zb.oschina.net/reward/detail?id=13084643,<p>python 实现一段代码 定时改变本机IP，使得远方服务器(公网服务器，如新浪网页)认为不断有新机器访问该主机(其实是同一台电脑一个固定IP而已)。提供源码。</p>
求购 h5 小游戏源码,H5应用,1000,2天,36,2018-05-08 01:07:24,https://zb.oschina.net/reward/detail?id=16084419,<p>求购html5 小游戏源码，越多越好</p><p>比如跳舞的线，纪念碑谷跳跃，指尖上的钢琴等经典游戏</p><p>保证稳定可用、无加密</p>
Linux桌面裁剪课件,培训咨询,300,20天,5,2018-04-29 14:08:14,https://zb.oschina.net/reward/detail?id=15084227,<p>系统版本要求：</p><p>ubuntu-mate-18.04-desktop-i386（必须满足）</p><p>教程环境要求：</p><p>virtualbox or vmware</p><p>功能要求：</p><p>裁剪到500M左右</p><p>能运行Thunderbird，可裁掉其他所有不必要应用。</p><p>教程要求：</p><p>可根据教程内容动手实践</p><p>受众：</p><p>普通大学计算机应用水平</p><p><br></p><p><br></p>
视频类H5交互解决（价格见脚本商量）,H5应用,100,7天,15,2018-04-18 11:08:37,https://zb.oschina.net/reward/detail?id=12085715,<p>我们广告团队，有成型的H5脚本，现需要技术帮解决视频类交互的问题和服务器部署。</p><p>愿意帮我们的，我会单独发送脚本评估价格。</p>
autocad二次开发技术方案评估,工具应用,100,5天,3,2018-04-17 10:53:01,https://zb.oschina.net/reward/detail?id=11085772,"<p><span style=""color: rgba(0, 0, 0, 0.8);"">需要用vb或java实现修改autocad的DWG图纸内容，并导出</span></p><p><span style=""color: rgba(0, 0, 0, 0.8);"">能根据经纬度、或其他条件在DWG上新增节点等</span></p><p><br></p>"
Intel CS for webrtc的视频会议测试,培训咨询,500,5天,7,2018-04-12 15:04:14,https://zb.oschina.net/reward/detail?id=18085624,<p>1.Intel CS for webrtc的视频会议测试</p><p>2.接包方写一个详细的文档，介绍如何搭建intel CS for webrtc的视频会议的测试</p><p>3.发包方按文档在自己的环境中搭建出视频会议，多个android和浏览器一起参会，可以看到视频和交流。总个数&gt;3</p><p>4.测试的是intel CS 的MCU. 不是p2p的方案</p><p>5.接包方要负责解决发包方遇到的问题</p><p>6.在发包方搭建出测试的效果后，该项目就算完成</p><p><br></p>
域名信息查询,WEB应用,3000,5天,29,2018-04-11 13:20:36,https://zb.oschina.net/reward/detail?id=16085404,<p>域名whois信息查询</p><p><br></p><p>360拦截检测查询</p><p><br></p><p>微信拦截查询</p><p><br></p><p>美橙接入查询</p><p><br></p><p>西部接入查询</p><p><br></p><p>景安接入查询</p><p><br></p><p>腾讯接入查询</p><p><br></p><p>语言要求java，精通</p>
asterisk sip通话配置，支持视频通话,企业应用,500,10天,2,2018-04-10 00:44:43,https://zb.oschina.net/reward/detail?id=17085558,"<p>ubuntu下，使用asterisk14,源代码编译。</p><p>chan_sip可拨号可语音，但不能视频通话</p><p>pjsip可拨号，不能语音和视频通话。</p><p>求助，实现一种sip（最好是pjsip）的语音视频(h263,h264)通话</p>"
sip(voip)客户端集成到android app中,移动应用,100,15天,10,2018-04-09 11:28:38,https://zb.oschina.net/reward/detail?id=11085046,<p>服务器已部署sip服务器，应用软件可以拨打sip电话，服务器端可用。</p><p>将sip client端集成到现有的app中，实现语音、视频通话。可以使用csipsimple等开源项目</p><p>QQ：110060531</p><p>费用可再谈</p>
使用ruby转译已有接口信息，封装供JS调取，价格:10k,WEB应用,100,2天,10,2018-03-30 11:28:18,https://zb.oschina.net/reward/detail?id=12080316,<p>项目概况：一个电脑端工具应用，现做服务延伸开发</p><p>所有接口已开发完成，约12个接口</p><p>需要一名ruby工程师，使用ruby脚本读取接口信息，再进行封装供前端JS调用</p><p><br></p><p>项目周期：2周</p><p>价格：根据开发时间长短预算在4000-10000，确定后更新托管金额</p><p>验收：测试通过，功能上线</p><p>要求：ruby工程师，能即时响应反馈，深圳本地优先</p>
乐器声音识别  音频比对,移动应用,500,7天,4,2018-03-29 20:42:36,https://zb.oschina.net/reward/detail?id=11080343,<p>运用于app</p><p>能够进行乐器声音识别，匹配五线谱，对琴声进行测评打分，纠错功能。演奏时光标跟进。</p><p>开发语言不限</p>
python下实现大密度的对海康网络摄像头进行抓拍截图操作。,嵌入式应用,100,7天,17,2018-03-28 16:37:44,https://zb.oschina.net/reward/detail?id=11080892,"<p><span style=""color: rgb(34, 34, 34);"">python下实现大密度的对海康网络摄像头进行抓拍截图操作。</span></p>"
把微盟的订单信息提取到本地数据库存储,企业应用,200,10天,29,2018-03-19 14:39:06,https://zb.oschina.net/reward/detail?id=16080403,<p>把微盟的订单信息提取到本地数据库存储，订单变动时需要及时提醒与同步更新到本地数据库，参考微盟所属的开放API</p>
纱管识别选取,嵌入式应用,1000,10天,11,2018-02-16 13:38:32,https://zb.oschina.net/reward/detail?id=12061989,<p>设计要求：</p><p>使用工控机、工业相机和PLC，只负责视觉检测部分</p>
"【求购】类似于美拍,微拍的短视频拍摄源码 ",移动应用,100,30天,9,2018-02-06 17:03:01,https://zb.oschina.net/reward/detail?id=12061673,"<p><span style=""color: rgb(51, 51, 51);"">支持按住拍、滤镜、编辑、剪辑，压缩，播放、mv、照片合成、水印、本地视频导入功能</span></p><p><span style=""color: rgb(51, 51, 51);"">Android &amp;&nbsp;&nbsp;IOS都有最好</span></p><p>看好标题，我是寻求技术的，价格具体可以商榷，只要你开心就好。</p><p><br></p><p><br></p><p><br></p><p><br></p>"
制作一个查询资料的web或者H5应用！可以使用开源系统修改,WEB应用,3000,10天,58,2018-02-04 16:17:20,https://zb.oschina.net/reward/detail?id=16061492,"<p>1类似于学校的档案查询系统,输入学号和姓名等特定数值，前端根据多个api返回数值生成表单，生成的数据保存在本地或者云数据库。</p><p>2加入crm会员系统，特定人员可进行查询（这个不作为项目本身）</p><p>3，除了表单需要前端制作外，其他可以使用付费或者开源的现成系统应用修改使用</p><p>4，可以追加费用</p>"
区块链开发 数字贷币开发 价格可商议,企业应用,100,100天,19,2018-01-30 10:11:02,https://zb.oschina.net/reward/detail?id=11061503,<p>使用c++或go语言，在比特币源码或以太坊或超级帐本的基础上，重新修改代码，重新做二次开发，修改出符合公司要求的产品，有公链，私有链的开发能力，有系统架构的重新设计的能力</p>
用 Java HttpClient 模拟请求微信一个页面,微信应用,1000,3天,64,2018-01-17 10:50:13,https://zb.oschina.net/reward/detail?id=14063884,"<pre class=""ql-syntax"" spellcheck=""false"">Java HttpClient 模拟请求微信一个页面
判断是否有这个页面存在
使用场景：
在微信上打开一个有拦截的域名，这时提示阻断页面，点申请恢复访问后
跳转到的页面，判断这个页面是否存在
第二个页面（不包含带网址的页面）
请看附件
</pre><p><br></p>"
 网站功能、安全测试，出具缺陷报告、测试报告,WEB应用,500,10天,24,2018-01-15 11:55:45,https://zb.oschina.net/reward/detail?id=11063918,"<pre class=""ql-syntax"" spellcheck=""false"">对网站（4-5个页面）进行验收测试，对网站前后台进行功能测试、安全测试，出具专业缺陷报告，测试报告，给出改进建议。
</pre><p><br></p>"
做一个TRON电脑光标游戏，价格可谈,游戏开发,100,7天,4,2018-01-09 15:25:02,https://zb.oschina.net/reward/detail?id=13063735,<p>详情见附件，就是实现TRON游戏的基本功能，需要OC书写</p>
